Plant_ID,Type,sci_name,Common_Name,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration,,
6542,Accepted Name,crotalaria sagittalis,common rattlebox,Y,,0,N,Y,Endangered-State,,,,S1,,Vascular,Sandy open disturbed sites surrounded by forests.,Herbaceous,Annual,,
78,Accepted Name,cryptotaenia canadensis,honewort,Y,,6,N,Y,,,FAC,FAC,S5,G5,Vascular,Wet to mesic forests and thickets often in rich soils.  It does well in bottomlands and weedy alluvial soils. It occasionally occurs in slightly more open areas but prefers shade.,Forb/herb,Perennial,,
1891,Accepted Name,cuphea viscosissima,clammy waxweed,Y,,1,N,Y,,,FAC,FACU,S4,G5?,Vascular,,Forb/herb,Annual,,
6888,Accepted Name,cuscuta pentagona,five-angled dodder,Y,,10,N,Y,Rare-State,,,,S3,G5,Vascular,,Vine,Perennial,,
1059,Accepted Name,cyperus echinatus,globe flat sedge,Y,,8,N,Y,Endangered-State,,FACU,FAC,S1,G5,Vascular,,Graminoid,Perennial,,
1060,Accepted Name,cyperus flavescens,yellow flat sedge,Y,,10,N,Y,Endangered-State,,OBL,OBL,S1,G5,Vascular,,Graminoid,Annual,,
1066,Accepted Name,cyperus lupulinus ssp. macilentus,eastern flat sedge,Y,,4,N,Y,,,UPL,FACU,S5,G5T5?,Vascular,"The more common subspecies in New York. Occurs in a variety of open sandy or coarse soil habitats including roadsides, sandy shores of lakes and rivers, rock outcrops in forests, and disturbed soils.",Graminoid,Perennial,,
6781,Accepted Name,cyperus odoratus,fragrant flat sedge,Y,,6,N,Y,Rare-State,,FACW,OBL,S3,,Vascular,,Herbaceous,Annual,,
6262,Accepted Name,cystopteris fragilis,fragile fern,Y,,7,N,Y,,,FACU,FACU,S4,,Vascular,"Wet cliffs and ledges, and sometime in soil below rock outcrops.",Herbaceous,Perennial,,
2382,Accepted Name,danthonia compressa,northern oat grass,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Edges of woodland roads and paths, openings in forests, often in thin acidic soils.",Graminoid,Perennial,,
2381,Accepted Name,danthonia spicata,poverty grass,Y,,5,N,Y,,,,,S5,G5,Vascular,"Forest edges, thin canopied forest, and primarily open habitats including the rims of rock outcrops and cliffs with thin rocky or gravelly soils often where the adjacent herbaceous vegetation is not dense or tall.",Graminoid,Perennial,,
1229,Accepted Name,dennstaedtia punctilobula,hay-scented fern,Y,,4,N,Y,,,FACU,UPL,S5,G5,Vascular,"Hardwood forests, fields with thin acidic soils, blueberry barrens, thickets, utility rights-of-way and logging roads. Often forming extensive dense patches.",Fern,Perennial,,
1488,Accepted Name,desmodium ciliare,hairy small-leaved tick trefoil,Y,,5,N,Y,Threatened-State,,,,S2S3,G5,Vascular,"Edge of forests, fields with thin open soils, and thickets. A species mostly of open habitats with dry soils",Forb/herb,Perennial,,
6545,Accepted Name,desmodium nuttallii,Nuttall’s tick trefoil,Y,,10,N,Y,Endangered-State,,,,SH,,Vascular,,Herbaceous,Perennial,,
1470,Accepted Name,desmodium paniculatum,panicled tick trefoil,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Edges of forests, edges of paths and roads through forests, and thickets. Usually in dry to dry-mesic soils.",Forb/herb,Perennial,,
1532,Accepted Name,dicentra cucullaria,Dutchman’s breeches,Y,,8,N,Y,,,,,S5,G5,Vascular,Rich mesic hardwood forests. In deep often calcareous soils and with an adjacent herbaceous flora that is dense and diverse. Occurs in similar habitats to D. canadensis but also occurs in northern cooler more acidic environments.,Forb/herb,Perennial,,
2249,Accepted Name,dichanthelium clandestinum,deer-tongue rosette grass,Y,,4,N,Y,,,FAC,FACW,S5,G5?,Vascular,"Forests and thickets in deep often alluvial mesic to wet-mesic soils including floodplains, banks of streams, and disturbed areas. Generally doing best in partly shaded areas.",Graminoid,,,
2248,Accepted Name,dichanthelium commutatum ssp. ashei,Ashe’s rosette grass,Y,,8,N,Y,,,FACU,FAC,S5,G5,Vascular,,Graminoid,,,
2270,Accepted Name,dichanthelium depauperatum,poverty rosette grass,Y,,6,N,Y,,,,,S5,G5,Vascular,"Open or partly open habitats with dry thin or well-drained sandy to rocky soils often with adjacent herbaceous vegetation thin including roadsides, barrens, rocky summits, and disturbed sites.",Graminoid,,,
2269,Accepted Name,dichanthelium dichotomum ssp. dichotomum,forked rosette grass,Y,,8,N,Y,,,FAC,FAC,S5,G5T5,Vascular,Dry-mesic to mesic forests primarily in warmer habitats or more southern parts of New York.,Graminoid,,,
7213,Accepted Name,dichanthelium lanuginosum,woolly rosette grass,Y,,4,N,Y,,,FAC,FAC,S5,G5T5,Vascular,"Dry to dry-mesic thin forests and woodlands, openings and disturbed areas in forests, and open habitat with thin rocky or gravelly soils. It also occasionally occurs in wet soils of peatlands and swamps.",Graminoid,Perennial,,
2265,Accepted Name,dichanthelium linearifolium,linear-leaved rosette grass,Y,,7,N,Y,,,,,S5,G5,Vascular,"Open or partly open habitats with dry thin or well-drained sandy to rocky soils often with adjacent herbaceous vegetation thin including roadsides, barrens, rocky summits, and disturbed sites.",Graminoid,,,
2124,Accepted Name,dichanthelium scoparium,velvet rosette grass,Y,,4,N,Y,Endangered-State,,FACW,FACW,S1,G5,Vascular,,Graminoid,,,
2253,Accepted Name,dichanthelium sphaerocarpon,round-fruited rosette grass,Y,,6,N,Y,,,FACU,FACU,S4S5,G5T5,Vascular,,Graminoid,,,
2201,Accepted Name,dichanthelium xanthophysum,strict rosette grass,Y,,8,N,Y,,,,,S4,G5,Vascular,"Thin forests, woodlands, forest openings, and open heath lands in dry to dry-mesic soils.",Graminoid,,,
697,Accepted Name,diervilla lonicera,bush honeysuckle,Y,,6,N,Y,,,,,S5,G5,Vascular,"Bluffs, ledges, rims of cliffs, fine talus slopes, and thin dry rocky forests. Usually dry to dry-mesic and occasionally mesic soils in unshaded to partially shaded and less frequently fully shaded sites.",Shrub,Perennial,,
6732,Accepted Name,digitaria filiformis var. filiformis,slender crab grass,Y,,9,N,Y,Endangered-State,,,,S1,,Vascular,,Graminoid,Annual,,
1287,Accepted Name,diospyros virginiana,persimmon,Y,,8,N,Y,Threatened-State,,FAC,FAC,S2,G5,Vascular,,Tree,Perennial,,
2272,Accepted Name,diplachne fusca ssp. fascicularis,bearded sprangletop,Y,,7,N,Y,Endangered-State,,FACW,OBL,S4,,Vascular,,Graminoid,Perennial,,
3035,Accepted Name,dirca palustris,"eastern leatherwood, wicopy",Y,,8,N,Y,,,FAC,FAC,S5,G4,Vascular,"Rich mesic to dry-mesic forests, stream edges, and forested seeps. Associated with highly calcareous soils.",Shrub,Perennial,,
1252,Accepted Name,dryopteris carthusiana,spinulose wood fern,Y,,6,N,Y,,,FAC,FACW,S5,G5,Vascular,"Swamps, wet forests, and pine forests including pine plantations. Generally occurring in wet to wet-mesic soils but also in mesic to dry-mesic pine forests and also occasionally in mesic hardwood forests. It clearly has an affinity for pine plantations.",Fern,Perennial,,
1249,Accepted Name,dryopteris cristata,crested wood fern,Y,,8,N,Y,,,FACW,OBL,S5,G5,Vascular,"Swamps, opening in swamps, and shrub swamps. Mostly in fairly closed canopy situations to sometimes completely open sites although, generally occurring in habitat with at least some canopy cover.",Fern,Perennial,,
6270,Accepted Name,dryopteris marginalis,marginal wood fern,Y,,6,N,Y,,,FACU,FACU,S5,,Vascular,Fairly common on mesic hardwood or hemlock-hardwood forested slopes in parts of New York with generally calcareous soils. It is also particularly fond of rocky forested slopes in a wide range of soil pH. Also ledges and rock outcrops.,Herbaceous,Perennial,,
1072,Accepted Name,dulichium arundinaceum var. arundinaceum,three-way sedge,Y,,8,N,Y,,,OBL,OBL,S5,G5,Vascular,"Margins of ponds, marshes, and swamps. Often in standing water and perhaps most robust in non-shaded sites.",Graminoid,Perennial,,
2282,Accepted Name,echinochloa muricata var. muricata,long-awned American barnyard grass,Y,,1,N,Y,,,FACW,OBL,S5,G5T5,Vascular,,Graminoid,Annual,,
1031,Accepted Name,eleocharis erythropoda,red-footed spike rush,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Shores of streams, rivers, ponds, and lakes; rich fens; and floating logs at edges of ponds.",Graminoid,Perennial,,
1033,Accepted Name,eleocharis uniglumis,single-glumed spike rush,Y,,8,N,Y,Threatened-State,,OBL,OBL,S2,G4,Vascular,Fresh to slightly brackish tidal marshes along the Hudson River.,Graminoid,Perennial,,
1608,Accepted Name,ellisia nyctelea,waterpod,Y,,10,N,N,,,FACU,FAC,S1,G5,Vascular,,Forb/herb,Annual,,
2314,Accepted Name,elymus canadensis var. canadensis,Canada wild rye,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Floodplain forests and thickets, stream and river banks, and dunes of the Great Lakes.",Graminoid,Perennial,,
2304,Accepted Name,elymus hystrix var. hystrix,bottlebrush grass,Y,,6,N,Y,,,UPL,FACU,S5,G5T5,Vascular,Rich mesic forests including floodplains and dry-mesic woodlands or thin forests with thin often calcareous soils.,Graminoid,Perennial,,
2397,Accepted Name,elymus virginicus var. halophilus,coastal Virginia wild rye,Y,,8,N,Y,,,FACW,FACW,S1,G5T5,Vascular,Upper edges of salt and brackish marshes and moist coastal dunes.,Graminoid,Perennial,,
2395,Accepted Name,elymus virginicus var. virginicus,Virginia wild rye,Y,,6,N,Y,,,FACW,FACW,S5,G5T5,Vascular,Predominately in floodplain forests and thickets but occasionally else where often in disturbed soils.,Graminoid,Perennial,,
149,Accepted Name,endodeca serpentaria,Virginia snakeroot,Y,,8,N,Y,Threatened-State,,UPL,UPL,S2,G4,Vascular,"A southern species with us primarily in southeastern NY.  Dry-mesic south to south-west facing oak-hickory forested slopes often with abundant non-weedy herbaceous species such as Lespedeza intermedia, Agrimonia rostellata, and Carex willdenowii.  Often with dense Dichanthelium boscii stands and Carya glabra dominant in the canopy.  Sometimes in small seasonal drainages in this habitat.  Populations are usually small and not dense.",Forb/herb,Perennial,,
1970,Accepted Name,epilobium coloratum,eastern willowherb,Y,,2,N,Y,,,FACW,OBL,S5,G5,Vascular,"Marshes, springy soils on edges of ponds and lakes, stream sides, cobble and gravel bars in streams, wet thickets, ditches, and openings in swamps. Grows in very similar habitat to E. ciliatum ssp. ciliatum and the two often grow together although E. coloratum is more common in warmer and southern parts of New York.",Forb/herb,Perennial,,
6259,Accepted Name,equisetum arvense,"field horsetail, common horsetail",Y,,2,N,Y,,,FAC,FAC,S5,,Vascular,"A wide range of mostly wet habitats but also in some drier disturbed sites. Rich fens, swamps, seepage areas in upland forests, shores and edges of ponds and streams, ditches, wet gravel pits, roadsides, and disturbed soils. The most common Equisetum in New York it is sometimes weedy.",Herbaceous,Perennial,,
2404,Accepted Name,eragrostis capillaris,lace love grass,Y,,2,N,Y,,,,,S5,G5,Vascular,"Rocky summits and ridges, openings in dry-mesic forests, disturbed soils, edges of railroads, and gravel pits. Growing in both intact native habitats as well as anthropogenically disturbed sites.",Graminoid,Annual,,
2409,Accepted Name,eragrostis hypnoides,"creeping love grass, teel love grass",Y,,2,N,Y,,,OBL,OBL,S5,G5,Vascular,"Exposed gravel and sand bars in streams, and stream banks often without adjacent tall herbaceous vegetation.",Graminoid,Annual,,
6655,Accepted Name,eragrostis pectinacea var. pectinacea,tufted love grass,Y,,0,N,Y,,,FAC,FAC,S5,,Vascular,"Railroad edges, disturbed soils, waste places, fields with thin soils, and stream banks.",Herbaceous,Perennial,,
353,Accepted Name,erigeron annuus,annual daisy fleabane,Y,,0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Fields, roadsides, disturbed areas, and waste places.",Forb/herb,Annual,,
1797,Accepted Name,erythronium americanum ssp. americanum,yellow trout lily,Y,,5,N,Y,,,,,S5,G5,Vascular,"Bluffs, slopes, and bottomlands in rich mesic to dry-mesic hardwood or hardwood-coniferous forests. Occurs in deep soils adjacent to a dense and diverse herbaceous layer but perhaps is more common in thinner drier sites where the herbaceous layer is also thinner and less diverse. In the latter sites it can become a dominant member of the herb layer.",Forb/herb,Perennial,,
794,Accepted Name,euonymus americanus,American strawberry bush,Y,,7,N,Y,Endangered-State,,FAC,FAC,S1,G5,Vascular,Mesic forests including rich sites.,Shrub,Perennial,,
1359,Accepted Name,euphorbia maculata,spotted spurge,Y,,0,N,Y,,,FACU,FACU,S5,G5?,Vascular,"Disturbed soils, waste places (including urban settings), roadsides, railroad edges, and cultivated ground. Mostly in very open thin disturbed soils, a ubiquitous weed.",Herbaceous,,,
6600,Accepted Name,euphorbia nutans,upright spurge,Y,,0,N,Y,,,FACU,FACU,S5,,Vascular,"Disturbed soils, waste places, roadsides, and railroad edges. Similar habitat to C. maculata but less common.",Herbaceous,Annual,,
1380,Accepted Name,euphorbia vermiculata,hairy spurge,Y,,0,N,Y,,,,,S5,G5,Vascular,,Forb/herb,Annual,,
507,Accepted Name,eurybia divaricata,white wood aster,Y,,6,N,Y,,,,,S5,G5,Vascular,Dry-mesic to mesic deciduous to mixed coniferous-deciduous forests and woodlands. It does very well on the edges of these habitats. Also on trail and woods road margins. This species is sometimes the dominant herbaceous species in forested habitats although it is not an aggressive plant.,Forb/herb,Perennial,,
306,Accepted Name,euthamia graminifolia,common flat-topped goldenrod,Y,,1,N,Y,,,FAC,FAC,S5,G5,Vascular,"Wet to mesic fields and thickets, marshes, and roadsides. Euthamia graminifolia generally likes it a little wetter than moist although it does grow in even drier situations. This is one of our common goldenrods and can be dominant in old fields.",Forb/herb,Perennial,,
2436,Accepted Name,fallopia scandens,climbing false buckwheat,Y,,6,N,Y,,,FAC,FAC,S5,G5T5,Vascular,"Thickets, forests edges, openings in forests, weedy disturbed forests, and disturbed sites.","Vine, Forb/herb",Perennial,,
1950,Accepted Name,fraxinus americana,white ash,Y,,3,N,Y,,,FACU,FACU,S5,G5,Vascular,"Dry to mesic and occasionally wetter forests and in more open habitats like barrens, woodlands, and rocky summits. Also appearing as an early successional tree in old fields. Commonly produces abundant seedlings in both closed and open sites.",Tree,Perennial,,
1949,Accepted Name,fraxinus pennsylvanica,green ash,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"Margins of streams and rivers, floodplain forests, low wet woods, and occasionally swamps although in larger swamps F. nigra is usually the dominant Fraxinus present.",Tree,Perennial,,
1390,Accepted Name,galactia regularis,twining milk pea,Y,,10,N,N,,,,,SH,G5,Vascular,,"Vine, Forb/herb",Perennial,,
2000,Accepted Name,galearis spectabilis,showy orchid,Y,,10,N,Y,,,,,S4,G5,Vascular,Rich mesic forests sometimes associated with calcareous bedrock.,Forb/herb,Perennial,,
2811,Accepted Name,galium aparine,cleavers,Y,,0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Hardwood forests (particularly low, successional, or floodplain forests) and thickets, forest edges, roadsides, disturbed sites, and cultivated soils mostly in deep rich mesic soils.","Vine, Forb/herb",Annual,,
2839,Accepted Name,galium lanceolatum,lance-leaved wild licorice,Y,,7,N,Y,,,,,S5,G5,Vascular,"Dry-mesic to mesic hardwood forests, woodlands, and forest edges.",Forb/herb,Perennial,,
2812,Accepted Name,galium obtusum ssp. obtusum,blunt-leaved bedstraw,Y,,7,N,Y,,,FACW,FACW,S5,G5,Vascular,,Forb/herb,Perennial,,
6875,Accepted Name,galium triflorum,sweet-scented bedstraw,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,Mesic hardwood forests.,Herbaceous,Perennial,,
1317,Accepted Name,gaultheria hispidula,snowberry,Y,,9,N,Y,,,FACW,FACW,S5,G5,Vascular,"Hummocks in cool swamps, springy wet northern forests, and cool hardwood-coniferous or coniferous forests. Sometimes on rotting logs and usually in deeply shaded habitats with sparse and low adjacent herbaceous vegetation.","Subshrub, Shrub",Perennial,,
1307,Accepted Name,gaylussacia baccata,black huckleberry,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,"Dry-mesic to mesic acidic hardwood forests of a southern affinity, bluffs, woodlands, and rocky summits. Occasionally occurs in wet acidic peatlands. Often occurs high on slopes or on hilltops in association with Vaccinium spp.",Shrub,Perennial,,
1308,Accepted Name,gaylussacia frondosa,dangleberry,Y,,8,N,Y,,,FAC,FAC,S4,G5,Vascular,Dry to mesic upland forests of a southern affinity often in association with other ericaceous shrubs.,Shrub,Perennial,,
6625,Accepted Name,geranium carolinianum,Carolina crane’s bill,Y,,4,N,Y,,,,,S5,,Vascular,,Herbaceous,Biennial,,
1551,Accepted Name,geranium maculatum,wild geranium,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Edges of hardwood forests, open forests, successional forests, and occasionally on hummocks in seepy swamps. Does best on edges of forests in rocky dry-mesic rich soils.",Forb/herb,Perennial,,
6620,Accepted Name,geranium robertianum,herb Robert,Y,,4,N,Y,,,FACU,FACU,S5,,Vascular,"Apparently native but also native in Eurasia. Cracks in cliffs, ledges, shale talus slopes, stream banks, gravel and cobble bars in streams, successional forests, lawns, roadsides, and disturbed soils. Predominately in calcareous situations that are often seasonally wet. Quite weedy in places. These populations may represent Eurasian introductions.",Herbaceous,Biennial,,
2684,Accepted Name,geum canadense,white avens,Y,,5,N,Y,,,FACU,FAC,S5,G5,Vascular,"Various types of forests but particularly floodplain and successional forests, forest edges, openings in forests, thickets, and disturbed sites.",Forb/herb,Perennial,,
2125,Accepted Name,glyceria acutiflora,creeping manna grass,Y,,9,N,Y,,,OBL,OBL,S5,G5,Vascular,Swamps and vernal pools in shallow still standing water.,Graminoid,Perennial,,
2241,Accepted Name,glyceria striata,fowl manna grass,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edges of small streams, seeps in forests, swamps, damp dirt roads through forests, wet thickets, and occasionally marshes. A very common species that often occur in shaded habitats that have at least seasonally wet soils.",Graminoid,Perennial,,
2001,Accepted Name,goodyera pubescens,downy rattlesnake plantain,Y,,8,N,Y,,,FACU,FACU,S4S5,G5,Vascular,Dry-mesic to mesic forests often on thin acidic soils with some pine or hemlock. The adjacent herbaceous vegetation is often sparse.,Forb/herb,Perennial,,
1584,Accepted Name,hamamelis virginiana,witch hazel,Y,,7,N,Y,,,FACU,FACU,S5,G5,Vascular,An understory shrub in various dry-mesic to mesic hardwood forests.,"Tree, Shrub",Perennial,,
1715,Accepted Name,hedeoma hispida,rough pennyroyal,Y,,6,N,Y,Threatened-State,,,,S2S3,G5,Vascular,,Forb/herb,,,
1689,Accepted Name,hedeoma pulegioides,American pennyroyal,Y,,5,N,Y,,,,,S5,G5,Vascular,"Rocky summits, bluffs, disturbed soils in forests, logging roads, and dirt road sides.",Forb/herb,Annual,,
2598,Accepted Name,hepatica acutiloba,sharp-lobed hepatica,Y,,7,N,Y,,,,,S5,G5T5,Vascular,Rich mesic forests often on lower slopes and bottoms of valleys in deep soils. When co-occurring with Hepatica americana it often occurs lower on slopes in deeper moister soils.,Forb/herb,Perennial,,
2599,Accepted Name,hepatica americana,round-lobed hepatica,Y,,7,N,Y,,,,,S5,G5,Vascular,Dry-mesic to mesic forests and forest edges in alkaline to circumneutral soils. When co-occurring with Hepatica acutiloba it often occurs higher on slopes in shallower drier soils.,Forb/herb,Perennial,,
319,Accepted Name,hieracium kalmii,Canada hawkweed,Y,,5,N,Y,,,,,S4,G5,Vascular,"Road side clearings, disturbed areas, thin forests, and edges of forests. ",Herbaceous,Perennial,,
6366,Accepted Name,hypericum mutilum ssp. mutilum,dwarf St. John’s wort,Y,,6,N,Y,,,FACW,FACW,S5,,Vascular,"One of the most common wetland Hypericum species in New York. Marshes, stream edges, and pond edges.  Does particularly well on open mud flats on draw down zones of ponds, marshes, streams, and drainage channels.",Herbaceous,Perennial,,
1318,Accepted Name,hypopitys monotropa,yellow pinesap,Y,,7,N,Y,,,,,S4,G5,Vascular,In a wide variety of dry-mesic to mesic forests. Often not occurring in large populations and much less frequent then the more common M. uniflora.,Forb/herb,Perennial,,
6618,Accepted Name,impatiens capensis,"spotted jewelweed, spotted touch-me-not",Y,,3,N,Y,,,FACW,FACW,S5,,Vascular,"Floodplain forests, wet forests, seepage areas, swamps, marshes, fens, stream banks, thickets, disturbed areas, shaded roadsides and trail edges, and ditches. A very common annual of wet to mesic soils, preferring wetter sites. It can form dense large stands.",Herbaceous,Annual,,
522,Accepted Name,impatiens pallida,"pale jewelweed, pale touch-me-not",Y,,3,N,Y,,,FACW,FACW,S4,G5,Vascular,"Floodplain forests, wet forests, seepage areas, swamps, marshes, fens, stream banks, thickets, disturbed areas, shaded roadsides and trail edges, and ditches. Similar habitat to I. capensis and sometimes occurring together but not as common in at least parts of NY. It perhaps prefers more calcareous soils. Like I. capensis it can form dense large patches.",Forb/herb,Annual,,
1610,Accepted Name,iris versicolor,blue flag,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Swamps, shrub swamps, marshes, rich fens, and acidic bogs. Grows in a wide variety of wetland types.",Forb/herb,Perennial,,
1631,Accepted Name,juglans nigra,black walnut,Y,,5,N,Y,,,FACU,FACU,S5,G5,Vascular,"Cultivated and apparently native. Native Americans may have been responsible for bringing this tree to parts of New York. Floodplain forests, low and rich mesic hardwood forests, and successional forests. Also, often found in large patches near old home sites. Does best in deep alluvial soils where it can become a dominant tree. It is also somewhat weedy and once established sometimes creates monospecific stands.",Tree,Perennial,,
1666,Accepted Name,juncus articulatus,jointed rush,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, edges of swamps, wet ditches, shores of streams and ponds, and rich fens. Occurs in a wide variety of wet mostly open habitats.",Graminoid,Perennial,,
1662,Accepted Name,juncus gerardi,black grass,Y,,9,N,Y,,,FACW,OBL,S5,G5,Vascular,"Coastal and inland salt marshes, and becoming fairly common on edges of major roads where salt is applied.",Graminoid,Perennial,,
1671,Accepted Name,juncus greenei,Greene’s rush,Y,,4,N,Y,,,FAC,FAC,S5,G5,Vascular,Dry to sometimes seasonal wet fields predominately in very sandy soils. Occasionally in cracks in rock outcrops.,Graminoid,Perennial,,
1653,Accepted Name,juncus tenuis,path rush,Y,,0,N,Y,,,FAC,FAC,S5,G5,Vascular,"Paths, roadsides, and fields. Very common in heavily compacted wet to dry soils of paths. ",Graminoid,Perennial,,
6816,Accepted Name,juncus torreyi,Torrey’s rush,Y,,2,N,Y,,,FACW,FACW,S4S5,,Vascular,"Marshes, edges of ponds, and other wetland habitats. Somewhat local in distribution but often occurring in large populations.",Herbaceous,Perennial,,
926,Accepted Name,juniperus virginiana var. virginiana,eastern red cedar,Y,,3,N,Y,,,FACU,FACU,S5,G5,Vascular,"Rocky summits, bluffs above ravines and lakes, ledges, alvars, successional fields, pastures, and maritime and coastal sandy areas. Grows best in open sites with thin rocky or sandy dry soils and dies back if other trees shade it out. In parts of New York, it is associated with calcareous bedrock or soils and in general is somewhat of a calciphile.",Tree,Perennial,,
3055,Accepted Name,laportea canadensis,wood nettle,Y,,8,N,Y,,,FAC,FACW,S5,G5,Vascular,"Rich wet-mesic to mesic forests, stream edges, and forested seeps. Generally in rich cool shaded wet-mesic sites and sometimes forming large dense populations.",Forb/herb,Perennial,,
2080,Accepted Name,larix laricina,tamarack,Y,,5,N,Y,,,FACW,FACW,S5,G5,Vascular,"Bogs, cool northern swamps, rich peatlands, and cool mesic forests at high elevation. Predominately a plant of cool northern wetlands it is local in distribution in the warmer and more southern parts of New York.",Tree,Perennial,,
1452,Accepted Name,lathyrus palustris,marsh vetchling,Y,,7,N,Y,,,FACW,FACW,S4,G5,Vascular,Marshes and wet thickets. Can occur in inland salt marshes.,"Vine, Forb/herb",Perennial,,
845,Accepted Name,lechea mucronata,hairy pinweed,Y,,6,N,Y,,,,,S5,G5,Vascular,Utility rights-of-way and other open habitats in thin soils.,Forb/herb,Perennial,,
846,Accepted Name,lechea racemulosa,oblong-fruited pinweed,Y,,7,N,Y,Rare-State,,,,S3,G5,Vascular,"Edges of forests, woodlands, utility rights-of-way, and gravel pits. Often in thin soils.",Forb/herb,Perennial,,
2235,Accepted Name,leersia virginica,white cut grass,Y,,5,N,Y,,,FACW,FACW,S5,G5,Vascular,"Edges of dirt roads through forests, seepages in forests, and wet thickets. Predominately in seasonal wet to damp shaded sites.",Graminoid,Perennial,,
6469,Accepted Name,lepidium virginicum ssp. virginicum,wild pepperweed,Y,,0,N,Y,,,FACU,FACU,S5,,Vascular,"Roadsides, fields, and disturbed areas. In dry soils.",Herbaceous,Biennial,,
1406,Accepted Name,lespedeza hirta ssp. hirta,hairy bush clover,Y,,6,N,Y,,,,,S5,G5,Vascular,"Woodlands, dry fields, thin forests, clearings in forests, railroad edges, and utility rights-of-way. Similar habitat to L. capitata but perhaps sometimes in slightly more shaded sites.",Forb/herb,Perennial,,
492,Accepted Name,liatris scariosa var. novae-angliae,New England blazing star,Y,,9,N,Y,Threatened-State,,FACU,UPL,S2,G3,Vascular,Open woodlands and barrens.,Forb/herb,Perennial,,
2103,Accepted Name,limonium carolinianum,sea lavender,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,Coastal salt marshes.,Forb/herb,Perennial,,
6275,Accepted Name,lindera benzoin,spicebush,Y,,6,N,Y,,,FAC,FACW,S5,,Vascular,"Floodplain forests, swamps, shrub swamps, wet woods, mesic forests, seeps in forests, and fens. Occurs in mesic to wet soils often but not always in at least partial shade. In some forest understories it can be the dominant species in the shrub layer.",Shrub,Perennial,,
1863,Accepted Name,linum virginianum,slender yellow flax,Y,,4,N,Y,,,FACU,FAC,S5,G4G5,Vascular,"Openings in forests, edges of forests, and dirt roads through forests on non-weedy roadsides on dry to dry-mesic thin soils.",Forb/herb,Perennial,,
2046,Accepted Name,liparis liliifolia,lily-leaved twayblade,Y,,10,N,Y,Endangered-State,,FACU,FACU,S1,G5,Vascular,,Forb/herb,,,
2005,Accepted Name,liparis loeselii,Loesel’s twayblade,Y,,8,N,Y,,,FACW,FACW,S4,G5,Vascular,"Rich fens, calcareous peaty swamps, and mucky seepages. Open and forested habitats in permanently saturated soils. It often grows in mucky or peaty soils and perhaps does best where the adjacent herbaceous vegetation is sparse.",Forb/herb,Perennial,,
1583,Accepted Name,liquidambar styraciflua,sweetgum,Y,,6,N,Y,,,FAC,FAC,S5,G5,Vascular,"Cultivated and native. Native populations are restricted to southeastern New York including Long Island. Swamps, successional forests, and edges of forests.",Tree,Perennial,,
1898,Accepted Name,liriodendron tulipifera,"tulip tree, tulip poplar, yellow poplar",Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,Mesic to wet-mesic hardwood forests. In all but the most southern parts of New York this tree is often an indicator of deep rich mesic circumneutral soils growing primarily in valley bottoms (excluding the lowest floodplains) and on lower slopes. In the most southern parts of the state it also grows in more acidic drier sites and occurs in a wider array of forested habitats.,Tree,Perennial,,
560,Accepted Name,lithospermum virginianum,Virginia marbleseed,Y,,10,N,Y,Endangered-State,,,,S1,G4,Vascular,,Forb/herb,Perennial,,
663,Accepted Name,lobelia nuttallii,Nuttall’s lobelia,Y,,7,N,Y,Rare-State,,FACW,FACW,S3,G4G5,Vascular,,Forb/herb,Perennial,,
662,Accepted Name,lobelia siphilitica var. siphilitica,great blue lobelia,Y,,5,N,Y,,,FACW,FACW,S5,G5,Vascular,"Seepage areas, stream margins, fens, ditches, and drainage channels; wet thickets and forests; swamps and seepy road banks. Does particularly well in calcareous seepage areas.",Forb/herb,Perennial,,
696,Accepted Name,lonicera sempervirens,"trumpet honeysuckle, coral honeysuckle",Y,,5,N,Y,,,FACU,FACU,S4,G5,Vascular,,Vine,Perennial,,
1964,Accepted Name,ludwigia alternifolia,alternate-leaved seed-box,Y,,6,N,Y,,,FACW,OBL,S4,G5,Vascular,,Forb/herb,Perennial,,
1686,Accepted Name,lycopus americanus,"American bugleweed, American water horehound",Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, swamps, and edges of ponds and streams. Common in a large variety of wetlands.",Forb/herb,Perennial,,
